full_text,username,created_at,klasifikasi
cute backpack for prepare mudik a thread,999jtpng,Thu Apr 04 12:35:49 +0000 2024,Positif
tbtb pikir knp streamnya dikit banyak sih kyk udah bikin kue masak hampers yang prjalanan mudik nmenin ot belanja jd gak mksimal mngkn streamingnya mgkn gak bs trending lama tp smga nnti bnyk gp yang suka ya kencengin konten arti,akusiatun,Thu Apr 04 14:03:21 +0000 2024,Netral
g ad bonus dredut klo gt bub mudik aj lh,luvforpaw,Thu Apr 04 14:03:29 +0000 2024,Netral
orang capres kini tak punya jabat oublik paksa guna video lama sedang jabat kepala daerah sekadar utk bagi tips mudik apakah masuk ciri2 org kena postpower syndrome,SemenjanaPG,Thu Apr 04 01:22:15 +0000 2024,Netral
sing podho mudik ati2 nang ndalan yo lur,jawafess,Thu Apr 04 02:42:58 +0000 2024,Netral
celaka kamis 44 km 242 tol cipagan arah malang yang siap mudik selalu berhatihati jalan jangan lupa periksa kendara berangkat istirahat sudah mulai lelah,txtdrsemarang,Thu Apr 04 19:52:59 +0000 2024,Netral
hayo lho sahur mana kalian wahai anak kos pada mudik,MafiaWasit,Thu Apr 04 02:31:02 +0000 2024,Netral
kalian mudik engga,Nabastalarindu,Thu Apr 04 00:17:52 +0000 2024,Netral
its time to mudik,bumantharaa,Thu Apr 04 13:12:36 +0000 2024,Netral
saat mudik jalan jauh sering kali sulit temu tempat shalat henti waktu shalat biasa laku shalat jamak antisipasi lewat waktu shalat ikut pandu shalat jamak serta niat nuonline,nu_online,Thu Apr 04 11:30:00 +0000 2024,Netral
kalian tahun mudik,thyfiikth_,Thu Apr 04 10:31:38 +0000 2024,Netral
mudik lebih awal damri bih 005 tarif tuslah 720rb royal class rabu 3 april 2024 1820 start mayor 1915 pulogebang 2045 servis mkn taman lestari 102 0010 isi solar ra 338 kalong 0105 gt kalikangkung 0235 sahur ra 519 sragen 0535 bungurasih 0645 finish malang,penumpangbus,Thu Apr 04 01:44:00 +0000 2024,Netral
launching posko mudik banser 2024 mudik satu bangsa pada hari jumat tanggal 05 april 2024 pukul 2024 wib kantor pimpin pusat gp ansor live channel youtube gera pemuda ansor poskomudikbanser2024,amrudinnejad_,Thu Apr 04 00:16:30 +0000 2024,Positif
jujur kalo mantan mau mudik hati kasih ga,yoogiiss,Thu Apr 04 15:41:02 +0000 2024,Netral
mudik jadi bagi tak pisah masyarakat indonesia jelang lebaran mudik urai banyak dimensi mulai agama bangsa budaya masuk jadi jalan putar ekonomi ansor hadir mudik satu bangsa,Adinjauharudin,Thu Apr 04 12:44:37 +0000 2024,Netral
banyak faktor bikin ngos ngosan bgt kakak waktu mudik kpop comeback ada vv dulu baru mv tiktok copyright gua ganyangka seret karna ibarat dulu waktu gue support idol yang fansnya gasebanyak rony jauh minimal 3 menit naik 2k gtgt,zonazone11,Thu Apr 04 10:24:41 +0000 2024,Negatif
barefaced thursday mudik,ccanddu,Thu Apr 04 09:18:05 +0000 2024,Netral
rekomendasi barang mobil yang mau mudik lebaran 2024 jangan sampe lupa check out kunci gembok kam 2 in 1 rem tangan ning anti maling,ilalangit,Thu Apr 04 13:14:30 +0000 2024,Netral
sahabatpupr dukung lancar arus mudik arus balik lebaran 2024 jumlah ruas jalan tol laku diskon tarif tol lho pasti kartu elektronik kamu cukup lama jalan selamat pulang kampung semuaaa sigapmembangunnegeri,KemenPU,Thu Apr 04 08:48:23 +0000 2024,Netral
vibes tugu jogja ramai mudik ada udah mudik jogja gaes tugu jogja umarwnie,merapi_uncover,Thu Apr 04 08:32:20 +0000 2024,Netral
ada rindu ada yes lama lihat obl safari dharma raya double decker hadir hias armada bantu mudik gratis tahun dari damri seperti unit mudik gratis bank bri,arfirginawan,Thu Apr 04 08:20:44 +0000 2024,Netral
masuk hari ke24 semangat mudik ken libur,gethuk096,Thu Apr 04 06:12:00 +0000 2024,Netral
konsul di klinik rs mau mudik jadi cukup stok arv nya lebih kaget sih hari banyak ibu ibu suami juga ambil arv kalian jangan malu untuk cek rutin status hiv ims nya jangan malah ngerugiin diri sendiri orang,albarrabiru,Thu Apr 04 03:00:30 +0000 2024,Netral
eh udah siapsiap mau mudik belum berangkat tonton dulu episode 4 series berkah lebih biar tau jawab kuis atas karena saldo ewallet rp100k 8 orang 3 instagram 2 facebook amp 3 x untung,bankbtn_syariah,Thu Apr 04 04:00:06 +0000 2024,Netral
utas jumlah badan kelola jalan tol beri diskon tarif periode tentu saat mudik lebaran 2024 simak deret diskon tarif tol lebaran 2024 taut atau utas ikut mudiklebaran2024 adadikompas,hariankompas,Thu Apr 04 03:26:18 +0000 2024,Netral
akhir mudik jugaaa,hoshujiii,Thu Apr 04 01:00:25 +0000 2024,Netral
04042024 tgl bln thn cantik nih ada mau bikin angka cantik di bukti notif transfer masuk ku sayang udah lama banget gk notif masuk nih rekening bank oya aq avail karawang barat sekitar yg mudik yuk ketemu aq dulu sayang,Sasa_Bungafitri,Thu Apr 04 07:30:03 +0000 2024,Netral
i thought to myself it would be fine until that day came that finding someone can complete the beauty of this life fotosepur fotosepur mudik,AluqmanBj,Thu Apr 04 05:52:03 +0000 2024,Positif
pertamina patra niaga pasti pasok kualitas kuantitas bbm aman lama mudik lebaran pertaminapatraniaga,Seputar_Energi_,Thu Apr 04 13:03:14 +0000 2024,Netral
safari ramadhan pimpin cabang gp ansor jakarta selatan ingat nuzulul quran launching posko mudik 2024 buka puasa sama ansor banser jakarta selatan hadir jajar urus pimpin wilayah dki jakarta camat pancoran jajar wakil walikota jaksel,Infokomnewscom,Thu Apr 04 03:48:13 +0000 2024,Netral
yg tunggu kena macetngajak maljum barengkarna sabtu mudik kata,Novelandrian85,Thu Apr 04 11:47:48 +0000 2024,Netral
prepare acara mudik gratis pln mudik asyik bumn 2024 total kira 115 armada bis jumat 5 april 2024 kantor pln pusat lawa kota jakarta selatan,pras_robin,Thu Apr 04 20:12:42 +0000 2024,Netral
biarpun lg mudikliburan asupan gula anak jgn blong kl ga mau repot anak makan gula gt 25ghari 6 sendok teh lebih cenderung alami ganggu perilaku gampang marah cemas sedih tantrum ngga karuan semangat,mestyariotedjo,Thu Apr 04 08:42:21 +0000 2024,Netral
yang ga mudik tetep makan ketupat opor,nichtyar,Thu Apr 04 02:14:54 +0000 2024,Netral
joining the greatest mass exodus in this country aka mudik lebaran,nanamjooniest,Thu Apr 04 12:25:41 +0000 2024,Positif
jangan tdk mudik takut tidakbisa hadir oleholeh utk keluarga pulang hadir oleholeh mahal mereka,RaimLaOde,Thu Apr 04 02:45:52 +0000 2024,Netral
hal yangg paling aku suka mudik seru jalan macet ria sama mudik lain istirahat rest area penuh banding biasa tiba2 akrab mudik lain rest area padahal tdk kenal sama sekali mudik tahun dua dgn suami,garnyta1,Thu Apr 04 07:18:38 +0000 2024,Netral
mulai ramai padat mudik belum capai puncak arus mudik mana bus favorit kalian kamis 4 april 2024 terminal padu pulogebang abaheshofikhafidin,BisKota_,Thu Apr 04 14:26:09 +0000 2024,Netral
mudik,amrlmkmnn,Thu Apr 04 13:24:26 +0000 2024,Netral
kapolri jenderal polisi drs listyo sigit prabowo m si tinjau gt kalikangkung jawa tengah rabu 34 tekan tiga prioritas utama polri siap hadap mudik lebaran 2024 pertama tambah pintu exit tol tugas titik exit tol,DivHumas_Polri,Thu Apr 04 12:04:38 +0000 2024,Netral
belum mudik bm diewe can host gayjogja,otherwizey,Thu Apr 04 16:28:43 +0000 2024,Netral
launching posko mudik banser 2024 jumat 5 april 2024 kantor pp gp ansor mudik satu bangsa,Infokomnewscom,Thu Apr 04 00:32:33 +0000 2024,Netral
mudik borr,faisalriskip,Thu Apr 04 13:59:39 +0000 2024,Netral
kalian rencana mudik ga,hades_holter,Thu Apr 04 04:50:04 +0000 2024,Netral
launching poskomudikbanser2024 jumat 5 april 2024 kantor pp gp ansor mudik satu bangsa,kissrizzer89,Thu Apr 04 02:00:06 +0000 2024,Netral
mudik bawa oleh ketchil ibu,pikpipikk,Thu Apr 04 03:53:51 +0000 2024,Netral
bjir gw mudik bw,kaktusberdansa,Thu Apr 04 01:39:56 +0000 2024,Netral
another 13 hours of train ride let s gooo selamat mudik semuanyaaa,badyanzhe,Thu Apr 04 13:35:15 +0000 2024,Netral
suasana posko mudik banser 2024 satkoryon banser baureno bojonegoro tempat bojonegoro ujung timur batas lamonganbojonegoro tepat depan masjid jam hidayatullah gunungsari poskomudikbanser2024,pwansorjatim,Thu Apr 04 13:28:27 +0000 2024,Netral
siapsiap tol fungsional solojogja colomadu banyudono tuju ngawen katen bakal buka jumat 542024 hingga senin 1542024 layan arus mudik baliklebaran 2024 tol fungsional operasi pukul 0600 wib1700 wib mudik yogyakarta bebas,merapi_uncover,Thu Apr 04 22:30:07 +0000 2024,Netral
warga banyak mudik lebih awal hindar tumpu tumpang jakarta,netmediatama,Thu Apr 04 08:00:01 +0000 2024,Netral
dir lantas polda lampung kombes pol medyanta sik melapas mudik gratis lebaran tahun 2024 akan laksana hari raya idul fitri tuju yogyakarta solo okk2024,humaspoldalpg,Thu Apr 04 06:21:15 +0000 2024,Netral
pertamina jamin pasok kualitas kuantitas bbm aman lama mudik lebaran energizingyou,LahrianSyahilla,Thu Apr 04 08:49:33 +0000 2024,Netral
zantedeschiaxix at stasiun cilebut happy birthday flo lucu terus kalo mau mudik dunia ajak ajak aku yh xixixi,g0atsmilk_,Thu Apr 04 10:31:15 +0000 2024,Positif
ikut rupa 5 tips mudik lebaran para mudik kembali kampung halaman aman nyaman okk2024,humaspoldalpg,Thu Apr 04 06:22:34 +0000 2024,Netral
rekomendasi koper yang mudik pulkam nih koper nya lucu warna nya ukur 14 16 20 inch,bbybeargirl9,Thu Apr 04 08:42:42 +0000 2024,Netral
mudik lebaran 2024,KenArok4444,Thu Apr 04 10:47:51 +0000 2024,Netral
im finally leaving the hell this kabupaten puts me through mudik,youngindokid,Thu Apr 04 13:02:26 +0000 2024,Netral
